ID	Target	Tweet	Stance
20461	Donald Trump	It's time for @Senate_GOPs @HouseGOP to start doing their jobs for US CITIZENS and stop giving in to @barackobama #SemST	AGAINST
20462	Donald Trump	@blackrepublican only if we stop allowing them 2 work & stop welfare they will self-deport #tcot #SemST	AGAINST
20463	Donald Trump	If Greek Prime Minister Alexis Tsipras needs advice on emerging from bankruptcy, I'm available #greekreferendum #SemST	AGAINST
20464	Donald Trump	Obama strategy: Open our borders to change our culture  fundamental transformation into Tijuana!" #tcot #SemST	AGAINST
20465	Donald Trump	After the debacle of having passed O-care without reading it, O wants to pass comprehensive immigration in the same way! #SemST	AGAINST
20466	Donald Trump	Anybody figure out yet that Money don't make you happy #GOD does....if our Politicians would just listen to our Lord! #SemST	AGAINST
20467	Donald Trump	What happens first? Yellowstone blows or GOP prez candidate calls Trump racist? #SemST	AGAINST
20468	Donald Trump	Lying to justify political correctness is still nothing but a lie.   #Teaparty #SemST	AGAINST
20469	Donald Trump	@realDonaldTrump the thing I like about Mr Trump is that if he shoots himself in the foot, he can buy another.  #SemST	AGAINST
20470	Donald Trump	@realDonaldTrump @Virginia4USA @ArtistdeeDd @HowardKurtz We all Mr. Trump. #usa  #SemST	AGAINST
20471	Donald Trump	@realDonaldTrump You are absolutely right on the border! Bush and company are afraid to address it! #MakeAmericaGreatAgain #SemST	AGAINST
20472	Donald Trump	@NBC to #Trump: "HOW DARE YOU POINT OUT THAT OBAMA CAUSES 1000 GIRLS TO BE RAPED EVERY MONTH CROSSING INTO USA!"  #ccot #tcot #SemST	AGAINST
20473	Donald Trump	Have you noticed how often the concept of "living within your means" is now described as "ruthless austerity?"#tcot #SemST	AGAINST
20474	Donald Trump	You have to wonder if Hillary will attempt to replace #ObamaCare with #HillaryCare. #tcot @realDonaldTrump #SemST	AGAINST
20475	Donald Trump	Translation: I do not understand why the Republicans don't dismiss him. #Republicans #SemST	AGAINST
20476	Donald Trump	Good morning. I wake up on 8 pm, but is 10 pm...  That's Only Holiday :) #holiday #summer #sunrise #wakacyjnefolllowspree #SemST	AGAINST
20477	Donald Trump	If You Disagree With Montel, You Are A Racist. #SemST	AGAINST
20478	Donald Trump	Please, understand that Donald Trump mouth is full of shit due to his Mexican maid having access to his toothbrush. #SemST	AGAINST
20479	Donald Trump	With his immigration policies pwr drunk #Obama is setting himself up 2 b prez of Mex when he gets evicted from WH  #tcot #SemST	AGAINST
20480	Donald Trump	You know Donald Trump is in deep when most Neo-Conservatives call him out on his bullsh*t speech. #SemST	AGAINST
20481	Donald Trump	Americans of all pol parties are trusting you @realDonaldTrump - we KNOW you will put #AmericaFirst and #MakeAmericaGreatAgain #SemST	NONE
20482	Donald Trump	White, male, hetero, homeschooler, Christian, gun-owner, conservative, pro-life, citizen. Things that make a man un-american #SemST	AGAINST
20483	Donald Trump	Really @CNN? You're asking aloud whether a Mexican who lives down to a stereotype, validates the stereotype? #immigration #SemST	AGAINST
20484	Donald Trump	Who doesn't love @SheriffClarke! A man who doesn't mince words!He's not going to sugarcoat it for you folks! #alllifematters #SemST	AGAINST
20485	Donald Trump	@backatone000 @fatima_madsen This is a tragic outrage #SemST	AGAINST
20486	Donald Trump	@RepTomEmmer Were you able to keep those riff raff constituents in line with RINO Headquarters --> @GOP invasion program? #SemST	AGAINST
20487	Donald Trump	You can get Mooch's lunch, lib indoc, condoms, BC & abortions at schools today; wow, everything but an education. #PJNET #SemST	AGAINST
20488	Donald Trump	.@Ashlandgirl101 @Braveheart_USA Don't just say "no" to Killary - work tirelessly to put her in prison - where she belongs. #SemST	AGAINST
20489	Donald Trump	If you condone the #SupremeCourt's decision on the marriage issue! You might be a liberal!!  #SemST	AGAINST
20490	Donald Trump	I feel like the 2016 Presidential race is @realDonaldTrump vs. Matropolis ie The Machine.    Lets defeat the machine #SemST	NONE
20491	Donald Trump	OMG - #Obama really believes #ISIS is made up of Christians, Jews, & Muslims. WHAT A MORON! #clueless #ProudAmerican #tcot #SemST	AGAINST
20492	Donald Trump	@toddstarnes the plan is on paper & in pencil. Degrade = erase 1 letter at time destroy = throwing the paper away! #SemST	AGAINST
20493	Donald Trump	@StandWithCJ @ali She a cockroach. #holdtheline CJ. There will be others to replace her. #SemST	AGAINST
20494	Donald Trump	@lemurdue77 Hey friend. That's not nice  #SemST	AGAINST
20495	Donald Trump	@realDonaldTrump it's crazy how cowardly these big corporations are. I swear I'm campaigning for you !!!!! #SemST	AGAINST
20496	Donald Trump	THE DONALD & CARLEY - Perfect Together! - #Trump #SemST	NONE
20497	Donald Trump	The number of crimes committed by illegal aliens in the United States each year should be ZERO! #SemST	AGAINST
20498	Donald Trump	25% of Mexico has INVADED AMERICA - & CONTINUES to OCCUPY us  yet POS #RINO phony #Jeb BLAMES #TRUMP for telling the TRUTH! - #SemST	NONE
20499	Donald Trump	I've come to the horrid conclusion that Conservatives just don't care what the Democrats do. #SemST	AGAINST
20500	Donald Trump	@marcorubio @GovernorPerry @GrahamBlog @McConnellPress Your silence is deafening. #TrumpIsRight #SecureTheBorder #illegalaliens #SemST	AGAINST
20501	Donald Trump	@BillGates Can you reset my Windows 98 password?? #SemST	AGAINST
20502	Donald Trump	@Greta trump a joke? Ur guest is a fool. Better a joke than traitor RINOs. It's trump or no one for me. Reps betrayed us. #SemST	FAVOR
20503	Donald Trump	@realDonaldTrump @ericbolling GOP wants to discredit Mr. Trump and his reputation clean like diamonds #usa #SemST	AGAINST
20504	Donald Trump	@RepGoodlatte a weak response on #KellyFile to Obama blame @ImmigrationGOP hit back at Obama hard. #Hannity #kellyfile #SemST	AGAINST
20505	Donald Trump	@realDonaldTrump Everyone is afraid to put a plan on the table for fear they'll be called a racist...America deserves better #SemST	AGAINST
20506	Donald Trump	Get the truth from Trump! @realDonaldTrump #SemST	AGAINST
20507	Donald Trump	@NachoQuesado @kevinsnebula @iconogasmic @Anarkitteh @alaindebotton Your Fired! #yourfired #UpWithTrump #SemST	AGAINST
20508	Donald Trump	@ericbolling :).  Sorry for the kidding but had to do that.  Darn autocorrect.  #SemST	AGAINST
20509	Donald Trump	@1Viperbabe where do these ppl get the idea theycan controlthe ppl,organization,individual,whomever,ppl can't stomp down ppl. #SemST	AGAINST
20510	Donald Trump	Greece is our future.  Pay attention.  #GreekCrisis #SemST	AGAINST
20511	Donald Trump	Dick Bove joins @ericbolling now to discuss the Greece financial crisis. #Hannity #SemST	NONE
20512	Donald Trump	@realDonaldTrump  Just registered to Vote Today so I can contribute to help #MakeAmericaGreatAgain #Honesty #SemST	AGAINST
20513	Donald Trump	@realDonaldTrump You are the trump card of my heart. #SemST	AGAINST
20514	Donald Trump	@realDonaldTrump I'm RTing every tweet you post! Go get em Mr. Trump- you're reigniting the fire of the American Spirit- FIGHT! #SemST	AGAINST
20515	Donald Trump	@JimGaffigan No truth to the rumor that Trump said today "Did I say Mexicans? I meant Bill Cosby." #Cosby #SemST	FAVOR
20516	Donald Trump	Is it to early to start wearing shirts and sporting a bumper sticker? #SemST	AGAINST
20517	Donald Trump	Silence is golden, yes, but when silence is all there is...it is way too loud! ~john tarter #tcot #SemST	AGAINST
20518	Donald Trump	@realDonaldTrump: We have got to take our country back. It's time! Win it Mr. Trump #SemST	AGAINST
20519	Donald Trump	Who among us has never defamed an entire country on nat'l television while declaring candidacy for president? #perspective #SemST	AGAINST
20520	Donald Trump	Maybe #KathrynSteinle should have been wearing a rainbow T-Shirt.... The public would be more outraged. #SemST	AGAINST
20521	Donald Trump	@OutFrontCNN @CNN u cant lift sanctions & then slap then back on right away. Who's that foolish? Or deceitful? #IranTalks #SemST	AGAINST
20522	Donald Trump	@RealDonaldTrump I feel the truth when Mr. Trump speaking, people need to understand who really cares about America #SemST	AGAINST
20523	Donald Trump	Liberals do not like that @realDonaldTrump is moving up in the polls. #MakeAmericaGreatAgain #TheGreatWallofMexico #SemST	AGAINST
20524	Donald Trump	@liberaltreason @msnbc maybe all the politically correct pansies out there will move to a different country if Trump gets in!!!:) #SemST	AGAINST
20525	Donald Trump	@LindaSuhler The smear campaign from RINO Headquarters --> @GOP  has begun. #SemST	AGAINST
20526	Donald Trump	Liberal view of #Christianity: Interpret the Bible like the Constitution & keep religion at Church. #CCOT #TCOT #PJNET #NRA #SemST	AGAINST
20527	Donald Trump	#Obama intervenes on behalf of #Greece = Hello #drachma  Socialism = equality of misery  #tcot #pjnet #SemST	AGAINST
20528	Donald Trump	@JebBush and @marcorubio cannot speak their minds b/c they are paid 2 keep things pc. @realDonaldTrump ANSWERS TO NO ONE! #SemST	AGAINST
20529	Donald Trump	@realDonaldTrump is the only candidate who has in no way, shape or form been brainwashed by the pc police. #SemST	AGAINST
20530	Donald Trump	Donald J. Trump, I am voting for you to be our next "El Presidente"! #trumpforpresident #SemST	FAVOR
20531	Donald Trump	If a liberal brings up Immigration, hit em with the "TRUMP" card! #trumpforpresident #Trump #tcot #SemST	FAVOR
20532	Donald Trump	@dramamiine well you have the right to your opinion and I have the right to not listen to it. Have a great day! #SemST	AGAINST
20533	Donald Trump	No wonder they don't listen to us.  It must get awfully loud inside the echo chamber.  @ESPN @NBC @Macys @NASCAR #SemST	AGAINST
20534	Donald Trump	@realDonaldTrump u talk a big bigoted talk & yet use illegals @ your new DC prop.Thank GD u being POTUS isn't viable! #trumpsucks #SemST	FAVOR
20535	Donald Trump	Are people deaf to the word illegal? I'm all  for LEGAL Immigration. Need a new label  "Illegal Crossings". Take note  #SemST	AGAINST
20536	Donald Trump	I'm developing my own version of Arya's kill list, but for asshole celebrities #BillCosby #PaulaDeen #JaredFromSubway #GOT #SemST	NONE
20537	Donald Trump	UncommonState: RT Commoncorediva: Title 1 funds/Title 9 funds, IDEA funds...all being distorted 2 serve the CCSS Agenda! #PJ... #SemST	AGAINST
20538	Donald Trump	@ophidianpilot @NewAmericanMag All the Congressmen/women should be criticizing the lack of security in this Country! #SemST	AGAINST
20539	Donald Trump	@realDonaldTrump Making America a Nationalism society #SemST	AGAINST
20540	Donald Trump	@realDonaldTrump your directness & honesty has moved you to the top of my list 4 #President2016! #TRUMPTRUTH #SemST	NONE
20541	Donald Trump	Muslim community chips in to help rebuild burned down churches #AllPeopleMatter #Globalist/ElitesVsThePeople  #SemST	AGAINST
20542	Donald Trump	Can #nikkireed & #iansomerhalder stop fucking in public for 1 day. doing nothing for his image #attentionwhore he's worse than #SemST	AGAINST
20543	Donald Trump	I get SO HEATED seeing treasonous libtards defending Ed Snowden. He is a TRAITOR and should be hung. #tcot #tlot #ccot #SemST	AGAINST
20544	Donald Trump	On #education @JohnKasich has no clue.. High standards only work if the kids do their work and their parents make sure of it. #SemST	AGAINST
20545	Donald Trump	@realDonaldTrump gonna be on @greta show right now! #greta #TrumpIsRight #SemST	AGAINST
20546	Donald Trump	Liberals are winning the battle of the mind by indoctrinating low IQ & youth of #America through #MSM & social media #SemST	AGAINST
20547	Donald Trump	@realDonaldTrump Let's face it, we've become a passive, inert nation controlled by thugs, and redistributionists. #SemST	AGAINST
20548	Donald Trump	@realDonaldTrump keep it up Trump we love you #MakeAmericaGreatAgain #BoycottMacys #boycottnbc #SemST	AGAINST
20549	Donald Trump	#greta Trump is absolutely on fire right now! He is a good man with a great family. He is the medicine this country needs! #SemST	AGAINST
20550	Donald Trump	AngryNIdaho: ScottGrafRadio THAT'S WHAT THEY WANT YOU TO BELIEVE! #lamestream #chemtrails #TYRANNY #staywoke #JadeHelm #SemST	AGAINST
20551	Donald Trump	Greece.... Bernie Sanders school of economics #greta #SemST	AGAINST
20552	Donald Trump	Just because you own a casino (bankrupt) doesn't mean your family didn't immigrate too #America #SemST	AGAINST
20553	Donald Trump	@realDonaldTrump  Some people just want to be president.  Others want to MAKE AMERICA GREAT AGAIN! #SemST	AGAINST
20554	Donald Trump	Unlike Obama, @realDonaldTrump doesn't need a teleprompter.  #SemST	AGAINST
20555	Donald Trump	@GOP If you can not debate Trump, you should not be running for president. #backurbase. #SemST	AGAINST
20556	Donald Trump	@GoAngelo it's obvious Macy's and NBC and ESPN and ... are chokers. #Trumpisassclown #SemST	AGAINST
20557	Donald Trump	bow my head  #FreeChelsea #FreeHamond #all prisoners of the state!  #SemST	AGAINST
20558	Donald Trump	#Boycott @TravelOregon Support @sweetcakesbakes If you don't want to bake the cake, you shouldn't be forced to. #freedom #SemST	AGAINST
20559	Donald Trump	@_George_Lopez__ says there may be enough AMERICAN Racists to Elect Trump as President. I think he's right. Take back America #SemST	AGAINST
20560	Donald Trump	@realDonaldTrump I hope and pray you get the nomination. America needs a man with a backbone! And one that can't be bought! #SemST	AGAINST
20561	Donald Trump	@Radiocop @DrLefever Low Info Voters are still clueless to the fundamental transformation Obama said he would inflict. #tcot #SemST	AGAINST
20562	Donald Trump	@realDonaldTrump I don't care what @NASCAR says! I dont care what the liberals at @espn say.. Keep Speaking The TRUTH!! #SemST	AGAINST
20563	Donald Trump	@mailandguardian There goes the Latino vote, Donald Dumb!! #SemST	AGAINST
20564	Donald Trump	Now Coke believes in unicorns along with the libs #WakeUpCocaCola #TedCruz2016 #TheRightBrigade #SemST	AGAINST
20565	Donald Trump	THE @realDonaldTrump **MAKING TWO FEES INSTEAD OF ONE**  WE NEED A WINNER IN THE WHITE HOUSE AGAIN  #MakeAmericaGreatAgain !!  #SemST	AGAINST
20566	Donald Trump	@conservacuck unfortunately the melting pot concept has been replaced by balkanization, now it's division not diversity #tcot #SemST	AGAINST
20567	Donald Trump	LOOKS LIKE LIBREALS OUR AFTER @Paula_Deen AGAIN,,  THANK GOD FOR @realDonaldTrump #SemST	AGAINST
20568	Donald Trump	The line between innovation and effrontery becomes evident through consequence. #CultureShift #awaken #rise #AriseChurch #SemST	AGAINST
20569	Donald Trump	@exjon @bjcowan1970 AMERICAN companies won't make them anymore #SemST	AGAINST
20570	Donald Trump	We are now witnessing possibly the most disastrous attempt to run for presidency ever, courtesy of @realDonaldTrump #Fail #SemST	AGAINST
20571	Donald Trump	@realDonaldTrump is the most repulsive narcissist on the planet. #SemST	NONE
20572	Donald Trump	@realDonaldTrump Stay the course! You can win! The USA needs your leadership and competence! #SemST	AGAINST
20573	Donald Trump	@RNRLouisiana @willie_mays24 @RNROklahoma  THIS kind of open defiance is what is needed but on a massive scale #tcot #LNYHBT #SemST	AGAINST
20574	Donald Trump	Donald Trump is the man of all men #SemST	AGAINST
20575	Donald Trump	@lybr3 @MarcATL76 #Programmed ppl are so damn STUCK ON BS! Clinton is free walking behind a rope! BARS ARE NEEDED! PLZ! #SemST	NONE
20576	Donald Trump	@GovernorPerry @realDonaldTrump not true Perry! Don't count on me or anyone in my family for a vote. You need to stop being PC. #SemST	AGAINST
20577	Donald Trump	The Left > It's only a Law if we like it - It can be ignored if we don't like it.  #SemST	AGAINST
20578	Donald Trump	The .@nyse doesn't just halt all trades ... What's up #grexit #ChinaMeltdown #tcot #nationaldebt #SemST	AGAINST
20579	Donald Trump	The gift that keeps on giving. #makeitstop #SemST	AGAINST
20580	Donald Trump	@realDonaldTrump You have the heart of a lion! Let's make America great again! #SemST	AGAINST
20581	Donald Trump	Yo DEMOCRATS, #NYSE Halted-Down. Just another "CRISIS". What ya gonna do to NOT LET IT GO TO WASTE???????????????  #SemST	AGAINST
20582	Donald Trump	@realDonaldTrump  WE WANT TRUMP! WE WANT TRUMP! WE WANT TRUMP!!! #MakeAmericaGreatAgain #SemST	AGAINST
20583	Donald Trump	@GloriaAllred is a media whore, but I'm rooting for her and her clients against 'alleged' drug-rapist #BillCosby #tcot #SemST	AGAINST
20584	Donald Trump	People who judge Trump based on his looks and hair style yet call him a racist bigot might be #hypocrites #SemST	AGAINST
20585	Donald Trump	@FoxBusiness I would have to say that #NYSE would never admit a hack. #SemST	AGAINST
20586	Donald Trump	RT veriphile: Follow #Patriot -->  TheresaMurrano.  Thanks for following!!  #Truth #Liberty #Justice #2A #ProLife #IStandWit... #SemST	AGAINST
20587	Donald Trump	@NBCNews political correctness is killing the country! The Don is telling the truth! #SemST	AGAINST
20588	Donald Trump	I want to know @realDonaldTrump's thoughts on the #NYSE issue. #finance #SemST	AGAINST
20589	Donald Trump	#ExtremistProgressives are so #Focused on their #Agenda that they believe a #Inanimate #FlagKills but #MultitimeDeporteesDont #SemST	AGAINST
20590	Donald Trump	@realDonaldTrump Just want to say thank you for not pandering to the pc police! #richforareason #nofear #SemST	AGAINST
20591	Donald Trump	@realDonaldTrump A man who isn't afraid to speak the truth is a man who I'll vote for! Take it home, Mr. Trump! #FuturePresident #SemST	AGAINST
20592	Donald Trump	@SuzieQt154320: Just Curious Do You Follow @HahnAmerica Or @Montel_Williams? #SemST	AGAINST
20593	Donald Trump	@BillKristol GOP, Dems & Media are all scared of Trump. I am thoroughly enjoying the hand-wringing and hysterical name calling. #SemST	AGAINST
20594	Donald Trump	Wow Quote "try getting it out, you don't even know what you're talking about but go ahead, try getting it out " smh #msnbc #SemST	NONE
20595	Donald Trump	#Trump is ruining a party quicker than the police! #gop #SemST	AGAINST
20596	Donald Trump	@whitewolf2226 @mjgranger1 @BurdenoFreedom that's right I agree w/u girl #SemST	AGAINST
20597	Donald Trump	@msnbc @chefjoseandres good riddance to bad rubbish, #SemST	AGAINST
20598	Donald Trump	@HillaryClinton lies again She WAS subpoenaed! She violated law etc! #RedNationRising #SemST	AGAINST
20599	Donald Trump	@chevesligon @laurakfillault we have white newlywed mothers being shot by 5x deported illegals!! Cruz knows what is it! #SemST	AGAINST
20600	Donald Trump	@veriphile; Just Curious, Do You Follow @Montel_Williams? #SemST	AGAINST
20601	Donald Trump	Republicans. The party that rewards racial hatred and bigotry with a front-runner status for the Presidential nomination. #SemST	AGAINST
20602	Donald Trump	@realDonaldTrump Illegal Immigration is FINALLY on the agenda because of you! Thank you for speaking TRUTH! #SemST	AGAINST
20603	Donald Trump	@ErinBurnett #cnn WHY WOULD IT HURT @realDonaldTrump TO SAY SOME ILLEGAL IMMS RAPE? @JOHN_WALSH JUST SAID IT'S TRUE @OutFrontCNN #SemST	AGAINST
20604	Donald Trump	he was getting divorced & filing bankruptcies @robin182zz #Trump #bankrupt #Election2016 #SemST	AGAINST
20605	Donald Trump	Get over to #CNN #AC360 @realDonaldTrump going live in minutes.  #SemST	AGAINST
20606	Donald Trump	@businessinsider @billpostmus most libtard states are f'd up here #mepolitics #tcot #SemST	AGAINST
20607	Donald Trump	@weknowwhatsbest White parents warn their kids about cops too: "If you're stopped by cops, be respectful & do what they say. #SemST	AGAINST
20608	Donald Trump	Blessed is the nation whose God is Lord. Psalm 33:12 #SemST	AGAINST
20609	Donald Trump	@ac360 @ananavarro @andersoncooper #AC360 HECK YEAH BOMB THE CRAP OUT OF #IRAQ & SEND IN PROS TO RUN OIL FIELDS! @realDonaldTrump #SemST	AGAINST
20610	Donald Trump	Trump's comments show he cannot be taken seriously. The fact he's polling high shows the party should not be taken seriously. #SemST	AGAINST
20611	Donald Trump	@andersoncooper #AC360 @ac360 @ananavarro < WHY IS YOUR HISPANIC LATINO ASS SAYING @realDonaldTrump SAID DISGRACEFUL THINGS? #SemST	AGAINST
20612	Donald Trump	Donald Trump please shut the eff up forever! To think I liked your men's suits at Macy's! You suck! #andersoncooper #CNN #SemST	AGAINST
20613	Donald Trump	@andersoncooper #AC360 @ac360 @ananavarro <WHY ARE YOU LATINO-HISPANIC DEFENDING #LATINO #HISPANIC RAPISTS? @realDonaldTrump #SemST	AGAINST
20614	Donald Trump	@RNRWestVirginia @RedNationRising Please go away Pataki. #SemST	AGAINST
20615	Donald Trump	If you live in a Trump building, congratulations on that decision #SemST	AGAINST
20616	Donald Trump	Donald Trump has me "L-ing my A O."  This dude is nuts I highly recommend watching the #CNN interview.  He is entertaining.  #SemST	AGAINST
20617	Donald Trump	I'm Fonald Frump and EVERYBODY THINKS YOU'RE AN IDIOT.forPresident #SemST	AGAINST
20618	Donald Trump	Will be watching @AC360 again tomorrow to watch @realDonaldTrump interview continuation. #MakeAmericaGreatAgain #SemST	AGAINST
20619	Donald Trump	Making matters worse, NBC canceling Apprentice replacing with Mind of Mencia reruns #comedycentral #NBC #SemST	AGAINST
20620	Donald Trump	.@realDonaldTrump is the real deal folks. He tells the truth. Get used to it! #SemST	NONE
20621	Donald Trump	After every @realDonaldTrump interview I watch I get more pumped up for November 2016 when this country can be made great again. #SemST	AGAINST
20622	Donald Trump	@sbrenn01 @marklevinshow What diversity? Conservatives are racist. I am one. I love Trump. #SemST	NONE
20623	Donald Trump	,@realDonaldTrump trumps presidential dreams r about as real as KimJonguns unicorns. #SemST	FAVOR
20624	Donald Trump	@realDonaldTrump is the ONLY candidate with BALLS!!!!! #SemST	AGAINST
20625	Donald Trump	Hey montel: shut the fuck up! How does that grab you? #SemST	FAVOR
20626	Donald Trump	@Montel_Williams , ex 2bit talk show host, talking shit about @realDonaldTrump . Fuck off montel!! @cnn. #SemST	AGAINST
20627	Donald Trump	Why is the media giving the Donald so much airtime?The guy evades questions just like any other politician.Disaster. GOP trouble #SemST	AGAINST
20628	Donald Trump	@meetthepress @ron_fournier @realDonaldTrump Typical Liberal Media. Trump has now evolved. He is now non Mexican Pro Life. #SemST	AGAINST
20629	Donald Trump	@EWDolan #DoubleBlindJepordy What is you keep my wife out of the GOP Primary and I'll keep your wives out of it too!  #Bam! #SemST	NONE
20630	Donald Trump	No you see Donald Trump was saying Mexican immigrants are all *rappists* like with the hip hop y'all  #Trump #SemST	AGAINST
20631	Donald Trump	People: Donald Trump is a man who can lead this country into the future. #SemST	NONE
20632	Donald Trump	What are your favorite conservative blog sites and why?  #tcot #RedNationRising #CulturalRot #SemST	AGAINST
20633	Donald Trump	@realDonaldTrump they may be dumping you now, but when you're president they'll be begging for your business. #SemST	AGAINST
20634	Donald Trump	@realDonaldTrump Don't let the @GOP tell you how to run!  #America doesn't need another politician.  #MakeAmericaGreatAgain only #SemST	AGAINST
20635	Donald Trump	@realDonaldTrump You have our backs, and we have yours. You have my vote. Boycotting anyone who opposes your patriotism. We need #SemST	FAVOR
20636	Donald Trump	Would seem to me, if we can ban the Confederate flag we can ban the burning or stomping on Old glory! But that is OK!    #SemST	AGAINST
20637	Donald Trump	@realDonaldTrump keep it up Mr Trump-when the Dems and Repubs are attacking-you know your doing it right! #MakeAmericaGreatAgain #SemST	NONE
20638	Donald Trump	RNC Chairman pleads with Trump to tone it down. I say, Ramp-it-up #SemST	AGAINST
20639	Donald Trump	@realDonaldTrump Now that you're the leader of the GOP, will you show them what Leadership is? #MakeAmericaGreatAgain #SemST	AGAINST
20640	Donald Trump	@Reince & GOP You built that  -----> #SemST	AGAINST
20641	Donald Trump	@realDonaldTrump is just saying what most are thinking, you have to give him credit #Trump4POTUS #SemST	AGAINST
20642	Donald Trump	@theblaze American ppl are prolife, anti #Obamacare, pro #bordersecurity pro traditional marriage. Where has that gotten us. #SemST	AGAINST
20643	Donald Trump	Apparently #Trump values riches so much he can't afford values. #Trumpelstiltskin #SemST	AGAINST
20644	Donald Trump	@NBCNews @realDonaldTrump or the white house!! #trumpforpresident #SemST	FAVOR
20645	Donald Trump	@protectedspeech It's pretty obvious who the real racists are.  #SemST	FAVOR
20646	Donald Trump	WE Love Mexicans,WE Respect your Work Ethic,Your Love of Family,Your Loyalty,Your FOOD &Your Love Of God! Lets ALL Get JOBS,VOTE #SemST	AGAINST
20647	Donald Trump	I hate it when percent try to out-bitter each other. #UniteBlue #SemST	AGAINST
20648	Donald Trump	.@DannyZuker   With ONE speech @realDonaldTrump managed to financially screw himself.  Imagine what he can do for us as POTUS! #SemST	AGAINST
20649	Donald Trump	Mainstream media should not be giving Donald Trump airtime. Focus on real issues. #SemST	NONE
20650	Donald Trump	I wonder if Trump is at the Mexico soccer game in Chicago? I hear he has a lot of supporters there #SemST	AGAINST
20651	Donald Trump	@realDonaldTrump Just watched you on @FoxNews. You are awesome! You have my vote! #MakeAmericaGreatAgain #SemST	AGAINST
20652	Donald Trump	Trump is a Non-Establishment candidate.  I like it!  #MakeAmericaGreatAgain #SemST	AGAINST
20653	Donald Trump	@Reince @SharonDay @realDonaldTrump @tedcruz @JebBush Wshgton Cartel, incompetent GOP leaders support losers like Romney, McCain! #SemST	NONE
20654	Donald Trump	Politicians are destroying America. We need more people like @realDonaldTrump  to run for office #SemST	AGAINST
20655	Donald Trump	Oh my if Hillary Clinton wins the U.S is going to fall apart #SemST	AGAINST
20656	Donald Trump	In Oregon 15 yr olds arent allowed to drive but they can have a sex-change operation withOUT parental consent. When will we #SemST	AGAINST
20657	Donald Trump	So #Memphis will dig up #NathanBedfordForrest but #BillCosby keeps his star on the Hollywood Walk of Fame? #LiberalLogic #SemST	NONE
20658	Donald Trump	You can "try" to take my #ConfederateFlag down & you will successfully fail to do so. #SemST	NONE
20659	Donald Trump	@BretBaier #CandidateCasino #Trumps the real deal, hand him the wheel, he can drive &make the climb to take #US up the hill. Vote #SemST	AGAINST
20660	Donald Trump	The Sheriff of #SFO is a total idiot.  #FollowTheLaw #SanctuaryCity #SemST	AGAINST
20661	Donald Trump	@ouchinagirl @TrumpNY2016 @GOP TRUMP FOR PRESIDENT AS HE DOESN'T MINCE WORDS!!!! #SemST	AGAINST
20662	Donald Trump	@gpacja @TexanJustin @JebBush @Isikoff @realDonaldTrump you're an awful person. Free speech. I'll pray for you're soul. #SemST	AGAINST
20663	Donald Trump	Congrats to the @GOP for having @realDonaldTrump in first place amongst its 2016 candidates. #GOP2016 #Jeb2016 #walker2016 #SemST	AGAINST
20664	Donald Trump	@realDonaldTrump Sir, i just want you to know that you'll be the greatest President of this Generation!  #SemST	AGAINST
20665	Donald Trump	Confederate flag removed.  Now what will the racists complain about? #tcot #SemST	AGAINST
20666	Donald Trump	@realDonaldTrump we need you in office.. Keep doing what your doing. #VoteTrump #MakeAmericaGreatAgain #SemST	AGAINST
20667	Donald Trump	@ZekeJMiller @Reince @SharonDay GOP plan to stop Trump? LOL Maybe they can put up loser candidates like Romney, McCain and Jeb! #SemST	AGAINST
20668	Donald Trump	@thehill it's called an ad hominem attack & it's used by people who know they can't win on the merits we r onto u congressman #SemST	AGAINST
20669	Donald Trump	just want to give a big #shoutout to my #1 man these days, @realDonaldTrump  Get 'er done, big guy!!  #SemST	AGAINST
20670	Donald Trump	@realDonaldTrump is the only candidate who has the backbone to get our #country back on the #rightpath #SemST	AGAINST
20671	Donald Trump	And America wants to protest a silly flag but lets pro athletes get away with shit like that #SemST	AGAINST
20672	Donald Trump	@EmmittSmith22 Who cares about you judging? You run wiith an inflated animal skin for entertainment. More time for brain surgury? #SemST	AGAINST
20673	Donald Trump	Hey guise. Any recommendation for a good taco place in midtown? #Trump #SemST	AGAINST
20674	Donald Trump	@VLActionFund @Reince The same #RNC LOSERS that thought Romney & Palin were good choices needs to be THANKFUL Trump came along  #SemST	AGAINST
20675	Donald Trump	I'll believe it when I see it. #BringBackOurUranium #SemST	AGAINST
20676	Donald Trump	Hillary: -Assad is a reformer -Putin is re-settable -Libya Jihadist are allies -Iran not building Nukes -Strom is right #tcot #SemST	AGAINST
20677	Donald Trump	Federal funds are cutoff if states dont bend to blood alcohol laws.Why should #sanctuarycities be different? #WhiteGenocide #tcot #SemST	NONE
20678	Donald Trump	In addition to sanctuary cities, I'm done with Walmart too. #SemST	NONE
20679	Donald Trump	. @realDonaldTrump American was great until you embarrassed us all to death #SemST	AGAINST
20680	Donald Trump	@ericbolling @FoxNews I'll be there!! Who's on the panel? #SemST	AGAINST
20681	Donald Trump	@soxsher @Lrihendry @realDonaldTrump  Please make it right again! #SemST	AGAINST
20682	Donald Trump	#LGBT are evil monsters that want to ban being straight, molest children, and destroy the family structure! #SDCC #UFC189 #SemST	AGAINST
20683	Donald Trump	@ericbolling @GeraldoRivera @realDonaldTrump People who think like Geraldo are dangerous for America. #SemST	AGAINST
