ID	Target	Tweet	Stance
2075	Hillary Clinton	@AndreaTantaros @3coffeesplez WTF? This just keeps getting crazier! #SemST	NONE
2076	Hillary Clinton	Apparently, @BernieSanders fans don't like to see Hillary's name even implied.  #SheWhoShallNotBeNamedBecauseShesWinning #SemST	FAVOR
2077	Hillary Clinton	Fantastic Emmet County Dem meeting tonight in Estherville. Glad to meet some @HillaryClinton supporters! #SemST	NONE
2078	Hillary Clinton	Gay Rights are Human Rights, and Human Rights are #GayRights - @HillaryClinton #HillaryForAmerica #SemST	AGAINST
2079	Hillary Clinton	I think it's funny people think Bernie can take on Hillary and Bill #SemST	NONE
2080	Hillary Clinton	As much as @BernieSanders's poll numbers have jumped I still have Hillary winning the Dem. nomination. #SemST	NONE
2081	Hillary Clinton	@PhilGlutting @megadreamin Thank you so much for RT and FAV!!! #WakeUpAmerica #Rubio2016 #Cruz2016 #SemST	FAVOR
2082	Hillary Clinton	@marcorubio will not let our enemies take advantage of us like Obama is doing & Hillary will do! @TeamMarco #NewAmericanCentury #SemST	FAVOR
2083	Hillary Clinton	Just think how many emails Hillary Clinton can delete with today's #leapsecond #SemST	NONE
2084	Hillary Clinton	The kind of Gov that Liberals promise you can only be achieved and sustained with a Conservative Government.   #HeatWave #tcot #SemST	AGAINST
2085	Hillary Clinton	@TIMENOUT Is there anything about the Clintons that is not fraudulent? #SemST	FAVOR
2086	Hillary Clinton	@HillaryClinton > since trickle down economics has failed when was the last time a poor person created jobs? #SemST	NONE
2087	Hillary Clinton	@petefrt That woman is so corrupt she can't even have a truthful thought. #SemST	AGAINST
2088	Hillary Clinton	It's official. Every single #GOP member is now a candidate for #POTUS. Who needs #leadership when you have a #soapbox? #SemST	NONE
2089	Hillary Clinton	So glad @ChrisChristie has announced his candidacy - fits right in with all the other "qualifies" republicans on the list. #SemST	NONE
2090	Hillary Clinton	Hillary claims to be a "champion" of the middle class, but @RandPaul tax plan cuts the FICA tax, benefiting the middle class. #SemST	FAVOR
2091	Hillary Clinton	It is offensive when the mexican flag flies on US soil. California state capital. #Lovewins #univision #foxnews #DonaldTrump #SemST	NONE
2092	Hillary Clinton	Can anyone name the jobs #HillaryClinton has been responsible for creating.. Even her security is an entitlement... #SemST	AGAINST
2093	Hillary Clinton	@LeahR77 @DrMartyFox > With continued #Obama's & @TheDemocrats Admin policymaking, #USA will become #Greece! #WakeUpAmerica #NJ #SemST	NONE
2094	Hillary Clinton	@johnpodesta @HillaryClinton awesome every true chef needs this.. Go Hillary #SemST	NONE
2095	Hillary Clinton	@CorrectRecord is quite obsessed with emails and transparency. Why did Hillary Clinton destroy her emails? #clintonemail #SemST	NONE
2096	Hillary Clinton	@Logan_RTW I agree with her previous stance; and I'm sure she still believes in what was said before. #SemST	NONE
2097	Hillary Clinton	@HillaryClinton Hahahaha how much are you going to charge them!!!! #NoHillary2016 #SemST	NONE
2098	Hillary Clinton	#AskBobby Do you think #HillaryClinton has turned over all of those emails on her private server she destroyed! #SemST	NONE
2099	Hillary Clinton	@FoxNews we just have to hang in there long enough that this idiot doesn't completely destroy the country #SemST	NONE
2100	Hillary Clinton	#AskBobby would you blame an obscure film maker for the death of #USAmbassador in #Benghazi like #SemST	FAVOR
2101	Hillary Clinton	I feel confident that @HillaryClinton will win  in 2016. #SemST	NONE
2102	Hillary Clinton	@asphaultangel13 Afterall, they're just a poor black family trying to pay the bills!  @crousselle #WhyImNotVotingForHillary #TCOT #SemST	NONE
2103	Hillary Clinton	Great day in Emmetsburg meeting with #HillaryClinton supporters and learning more about important issues in Palo Alto county #SemST	NONE
2104	Hillary Clinton	Is a Eric Holder making 7 figures in the financial industry he protected from prosecution, yet?  Why do Libs love 1%ers?  #SemST	NONE
2105	Hillary Clinton	Fashion News: Hillary has a new clothing line coming out called Flip Flops R US   #tcot #Benghazi #SemST	AGAINST
2106	Hillary Clinton	@Jami_USA I'm just hoping we don't have to resurrect the no H8 for Hillary's second term. #SemST	NONE
2107	Hillary Clinton	U Missouri at KC got Chelsea caus Hils cost too much. Chels could arrive w/ mom - no xtra charge. @HillaryClinton #SemST	NONE
2108	Hillary Clinton	@GovChristie can't even run NJ and wants to be president? I'd vote for him before @HillaryClinton #SemST	NONE
2109	Hillary Clinton	RT @HillaryHaikus: #Ready because one day girls will say: I want to be President, too.  #ReadyForHillary #haiku #SemST	FAVOR
2110	Hillary Clinton	@PhxKen Shocked she didn't burst into flames! #WakeUpAmerica #makeAmericaGreatAgain #SemST	NONE
2111	Hillary Clinton	so @AdamParkhomenko met @oliviawilde . there aren't enough words to describe my envy haha #SemST	AGAINST
2112	Hillary Clinton	@robin45208 @C4Constitution Thank you so much for RTs!!! #WakeUpAmerica  #SemST	FAVOR
2113	Hillary Clinton	Republican donors have numerous candidates to put their money on. Dems basically have one. We're gonna get killed financially. #SemST	NONE
2114	Hillary Clinton	Can @DavidCornDC help Cuckold Conservatives win in 2016!  More cuckoldry please!  #Christie2016 #DonaldTrump #UniteBlue #p2 #SemST	NONE
2115	Hillary Clinton	Chris Christie for President? HAHAHAHAHA!  I don't think so!  @HillaryClinton #Clinton #Hilary #SemST	NONE
2116	Hillary Clinton	@megynkelly Hahahaha combed through emails!!! Bunch of scumbags!!! #NoHillary2016 #SemST	NONE
2117	Hillary Clinton	Loved talking with Yvette today about education and women's voices in politics. Can't wait to see her on caucus day! #FellowsIA #SemST	FAVOR
2118	Hillary Clinton	#BENGHAZI WAIT DID I SAY "THANK GOD?" VOTERS? SRY!! MT!! I MEANT "THANK GOODNESS!" NO OFFENSE INTENDED! ##tcot #SemST	NONE
2119	Hillary Clinton	@pikester45 Exactly what I don't want to see happen in America. #SemST	FAVOR
2120	Hillary Clinton	@Lawrence @TheLastWord There is no enthusiasm gap, Mr. Lawrence!    -@TheHRCSuperVols   @JW4Hillary @kimfrederi #Hillarymen #SemST	NONE
2121	Hillary Clinton	@HlLLARY @ToniforAsm Hillary for Prez = Obama's third term and that's the last thing we need!! #SemST	NONE
2122	Hillary Clinton	@businessinsider One thing that's painful is the mindless minutiae her strap hanging cling-ons force her to endure. #huma #SemST	NONE
2123	Hillary Clinton	The guy in the multicolored shirt looks chi as fuck. #SemST	NONE
2124	Hillary Clinton	Insurgent. What will happen if Hillary becomes dictator in chief. #SemST	NONE
2125	Hillary Clinton	How can we expect u to make good financial decisions for the US if u can't manage ur own multimillion $ salary so ur not broke #SemST	FAVOR
2126	Hillary Clinton	@liars_never_win @HillaryClinton shhh, go get me an iced tea..... #SemST	AGAINST
2127	Hillary Clinton	@FoxNews @GovChristie @HillaryClinton Actually she should be disqualified from running!How many scams and ethics problems now? #SemST	AGAINST
2128	Hillary Clinton	#Christie2016 you can't claim #Bridgegate wasn't your fault when you were the man behind the wheel. #GOP  #TeaParty #TCOT #DEM #SemST	FAVOR
2129	Hillary Clinton	@Debber66 @andersonDrLJA She will be a  #CenterHitler. #SemST	NONE
2130	Hillary Clinton	@HillaryforNV @MissLynnetteH 2 hours left, let's chip in $5, Nevada! #raisethenewPOTUS #SemST	NONE
2131	Hillary Clinton	How anyone can believe a single word that comes out of that woman's mouth is beyond me... #SemST	AGAINST
2132	Hillary Clinton	RT @Waitingforahero: 2nd tweet-#POTUS2016 candidates #guncontrol Read article-esp #JebBush (make #GunViolence worse) & #GunSen... #SemST	AGAINST
2133	Hillary Clinton	@HillaryIn2016 hey I just checked your blog. Kudos! Keep it up! #SemST	NONE
2134	Hillary Clinton	The owner of Univisin, donated as much as $25 million to the Clinton Foundation, his wife sits on its board #Univision #Trump #SemST	NONE
2135	Hillary Clinton	Hillary had just enough time to doctor her email inbox to her advantage before releasing them.... hahaha #justkidding #SemST	NONE
2136	Hillary Clinton	.@davelevinthal Operating a shredder, now @hillaryclinton is WAY more adept at using THAT! #WakeUpAmerica #TCOT #OhHillNO! #SemST	NONE
2137	Hillary Clinton	@theblaze gee,  what a busy schedule she had. #SemST	NONE
2138	Hillary Clinton	So you're used to the @AP calling for your approval before running a story @davidaxelrod?   #LikeHillary #HillaryEmails #SemST	AGAINST
2139	Hillary Clinton	White, middle-aged men did a pretty good job leading this Country for 230 yrs. Racist? Sexist? No, I'm a realist. #SemST	NONE
2140	Hillary Clinton	It's more than mistakes...with #HillaryClinton lying and cover-ups are a way of life. @NormanSie @n2toom  #tcot #uniteblue #SemST	AGAINST
2141	Hillary Clinton	Hillary can't use a fucking fax machine but you idiots are going to vote for her to be President?  #SemST	FAVOR
2142	Hillary Clinton	@gerfingerpoken2 #hillary is most likely a felon many times over but has been protected by the political class. #SemST	AGAINST
2143	Hillary Clinton	@HillaryClinton you have my support. (Now lets see how many people unfollow me.) #2016election #SemST	FAVOR
2144	Hillary Clinton	#Hillary's still very weak among grassroots - as shown by how strong #BernieSanders got how fast on how little. @AaronBlakeWP #SemST	NONE
2145	Hillary Clinton	Now that #Hillary is raising money like an incumbent president, can we stop pretending that she won't be the nominee? #SemST	NONE
2146	Hillary Clinton	All Americans have value to our society, it's called a vote. #LiberalLogic    #InternationalJokeDay #SemST	FAVOR
2147	Hillary Clinton	Free market capitalism is America's best friend because of constant pressure to innovate & use resources efficiently. #SemST	NONE
2148	Hillary Clinton	Thank you for your kind RTs and FAVs @pamnsc !!! #WakeUpAmerica #todosmarchamos #Cuba #SemST	AGAINST
2149	Hillary Clinton	Hillary's campaign raised $45 million  91% of all donations were $100 or less  This is a record. Beating Obama's record in '11 #SemST	NONE
2150	Hillary Clinton	Win with the Blacks. Put some of your focus on the racial tension between Blacks and Whites. #SemST	AGAINST
2151	Hillary Clinton	.@NewtGingrich on @HillaryClinton: "She's very formidable... she's a very competent person. #SemST	AGAINST
2152	Hillary Clinton	@WashTimes @BretBaier Why is there no outrage about all the smoke & mirrors w/ this candidate? Are you hiding Hill! #SpillHill #SemST	NONE
2153	Hillary Clinton	I'm really excited for 2016 after finding out the amount @HillaryClinton raised. We got this. #SemST	NONE
2154	Hillary Clinton	@docdebags @awelab1956 @BuzzFeedAndrew @BuzzFeedNews  It will. Otherwise we're guaranteed GOP in control of all 3 branches. #SemST	NONE
2155	Hillary Clinton	.@DavidLimbaugh - agree put it back.. But I have a feeling it won't go away.. It will keep coming back! #SemST	AGAINST
2156	Hillary Clinton	of lear jets and fax machines...LOL @HillaryClinton "woman of the people" HA! #BestTheyveGot #SlushFund #UraniumDeal #SniperFire #SemST	FAVOR
2157	Hillary Clinton	.@FoxNews @brithume ok.. So where are these emails coming from? Didnt @HillaryClinton already say the server was erased? #LIES #SemST	NONE
2158	Hillary Clinton	I dreamt about Hilary Clinton last night. Does this mean her plans to control us and take over the world are coming true? #SemST	NONE
2159	Hillary Clinton	@CoachDLG515 @Retired36 I'm glad that you will now slice all round.  #SemST	NONE
2160	Hillary Clinton	#Obama administration lies again.. Knew of #HillaryEmails being private.. transparency???? #SemST	NONE
2161	Hillary Clinton	Dude, why can't Hillary run a fax machine?   #SemST	NONE
2162	Hillary Clinton	@jimlibertarian @peddoc63 @Callisto1947 @MaydnUSA @c5hardtop1999 @surfermom77 @SMolloyDVM That's right! #SemST	NONE
2163	Hillary Clinton	If a man demanded staff to get him an ice tea he'd be called a sexists elitist pig.. Oink oink #Hillary #SemST	FAVOR
2164	Hillary Clinton	@HillaryClinton will be the nominee for the Democratic Party. Period. And she's gonna win the Presidency too. #SorryBernie #SemST	NONE
2165	Hillary Clinton	@RNRNewYork in her #Emails @HillaryClinton said there were "a couple of Facebooks" on her :) #TotalIncompetence #RedNationRising #SemST	NONE
2166	Hillary Clinton	@DrMartyFox @BossHoggUSMC @JohnFromCranber @seanhannity @SheriffClarke Fine, they can leave USA & never come back. #OiP #Cruz2016 #SemST	NONE
2167	Hillary Clinton	My birthday is on July 24th, if anyone needs a gift idea #ChillaryClinton #SemST	NONE
2168	Hillary Clinton	LOOKING FORWARD TO #CUBA EXPANDING MAJOR EXPORTS OF PICK UP TRUCKS CONVERTED INTO RAFTS!! SO EXCITING! #tcot #SemST	NONE
2169	Hillary Clinton	@POTUS I want you to President for a 3rd term!!! Please make it happen LOL! I'm fine with #SemST	NONE
2170	Hillary Clinton	#AskPOTUS Would you fire the #GOP congress for not doing their job if you could? #GOPFail #SemST	FAVOR
2171	Hillary Clinton	@jhewitt1280 @SpeakerBoehner @HouseBenghazi @TGowdySC What her emails? They released the rest all very boring. #SemST	NONE
2172	Hillary Clinton	hey "transparent" @HillaryClinton so...who is "Santa"? #LibHack #Pay2Play #Corruptocrat #tcot #Benghazi #VinceFoster #Monica #SemST	AGAINST
2173	Hillary Clinton	Take it easy Ed, #BernieSanders is a side show. Democrats are having some fun before getting back to reality in Nov 2016.  #SemST	FAVOR
2174	Hillary Clinton	The Kool-Aid drinking leftanistas continue to close ranks with support for Madame Secretary. WTF? Hillary is a fraud full of lies. #SemST	NONE
2175	Hillary Clinton	Trump's inauguration speech (God Forbid)!!.....Me-me-me-me-China-me-me,"did i mention me yet!?..where's my hairspray China #SemST	AGAINST
2176	Hillary Clinton	#KCA #VoteJKT48ID RfWheels3015: davidjones720 rratkinson Right I mean what the heck is an #ArabDonorGroup ?? #HillaryEmails #D... #SemST	FAVOR
2177	Hillary Clinton	@HillaryClinton is opening 10 more offices in Iowa this week.  She's not playing around! #iacaucus #SemST	NONE
2178	Hillary Clinton	Obama give Americans OVERTIME Pay! Republicans give Americans Welfare Checks! #tcot #UniteBlue #SemST	NONE
2179	Hillary Clinton	Make sure to make it to the Brew House in Pella, IA tomorrow @ 3 to meet with @HillaryClinton supporters! #SemST	NONE
2180	Hillary Clinton	#Univision ignores Latino candidate Marco Rubio because he doesn't fit their narrative.They're invested with Hillary #rubio2016 #SemST	NONE
2181	Hillary Clinton	Overheard at the Davenport open house: "Oh, I know you from Facebook!" #DigitalOrganizing #SemST	AGAINST
2182	Hillary Clinton	@TODAYshow @ChrisChristie is not qualified b/c he eats $82,000 in snacks & b/c of D corruption of #Bridgegate  A BIG FAT BULLY! #SemST	FAVOR
2183	Hillary Clinton	@AutumnNAlston @JonathanDKF @_sarah_babb_ @McCollumMike @HillaryClinton @HillaryforSC Inaugural tweet from our new account! Go #SemST	FAVOR
2184	Hillary Clinton	@hughhewitt like I tweeted you way back when, #ACA software can be fixed , but GOP strategic mistake of 'repeal' can't be fixed #SemST	FAVOR
2185	Hillary Clinton	@msnbc @Lawrence @JoeBiden @SenSanders  we love Joe and Bernie--but they ARE too OLD--they would end up a #OneTerm President #SemST	AGAINST
2186	Hillary Clinton	HER NAME IS RIO AND SHE DANCES IN THE SANAAAAAND!!! WHOOOO!! #tcOT #SemST	NONE
2187	Hillary Clinton	@RobBently @JonahNRO @BernieSanders Hillary campaign  will shortly announce that Sanders was born in Canada. Yeah that's it. #SemST	NONE
2188	Hillary Clinton	Bill Clinton Decided against taking out Bin Laden.   And we Got September 11, 2001.  #SemST	AGAINST
2189	Hillary Clinton	@politico   YAWNzzzzzzzzzzzzzz could keep the z's going for the full amt of Tweet characters but you get the point. #SemST	AGAINST
2190	Hillary Clinton	The Democrats are not creating Al QAEDA, they are creating A NUCLEAR ISIS.  THINK ABOUT THAT.  #SemST	AGAINST
2191	Hillary Clinton	Kind of scares me that there are still thousands of emails that have not been released from Hillary's private emails.  #SemST	AGAINST
2192	Hillary Clinton	#TheDonald can't keep a beauty pageant afloat and wants to be the President?  Aw, hell no. #SemST	FAVOR
2193	Hillary Clinton	You know emailgate must be going nowhere when Fox News are hashing out the Bosnia 'sniper fire' story again. #SemST	FAVOR
2194	Hillary Clinton	BIG BOOTY BITCHES BIG BIG BOOTY BITCHES #SemST	NONE
2195	Hillary Clinton	@maddow I love Bern, but it's not his time! #SemST	NONE
2196	Hillary Clinton	It's what's best for business and presidential seat for #HillaryClinton  #SemST	NONE
2197	Hillary Clinton	It's great that @JebBush supports GMO crops. It's like the IT scepticism all over again. Science vs belief. #JebBush #SemST	NONE
2198	Hillary Clinton	Folks, this is what happens when Liberals are in control! All hell breaks loose! Had enough yet? #SemST	NONE
2199	Hillary Clinton	If you need me I'll be screaming like a little baby from now until about ten minutes after @HillaryClinton arrives in #PTown. #SemST	FAVOR
2200	Hillary Clinton	The biggest dumps of bad info is b4 a holiday weekend. What comes out of WH and state dept today? #HillaryEmails  #LiarLiar #SemST	NONE
2201	Hillary Clinton	Leader of free world. Global navigating. Interacting with the international community. Beyond big crowds. Learned lesson. #SemST	NONE
2202	Hillary Clinton	Those aren't pantsuits. They are camouflage outfits carefully tailored to minimize silhouette. Think stealthsuits.Very high tech. #SemST	NONE
2203	Hillary Clinton	Just ordered my Chillary Clinton Koozies. Gotta support the team. #SemST	NONE
2204	Hillary Clinton	We can't expect change if we continue to vote for the same people. You have to take a chance 4yrs is not that long #Bernie2016 #SemST	FAVOR
2205	Hillary Clinton	@realDonaldTrump not good when only @AnnCoulter defends you. Your big mouth & giant ego are your downfall #stupidisasstupiddoes #SemST	AGAINST
2206	Hillary Clinton	Hillary must have been at the Navy Yard, under sniper fire!  #SemST	NONE
2207	Hillary Clinton	@JW4Hillary @MrDane1982 I choose "it takes a village! #SemST	AGAINST
2208	Hillary Clinton	@mizerello @meetthepress at least he didn't lose an embassy, cover up a murder, or burn govt emails. #SemST	AGAINST
2209	Hillary Clinton	#HILLARY has been lying for so long that her first fib was in morse code #HillNo2016 #SemST	FAVOR
2210	Hillary Clinton	EVERYDAY AMERICANS AND THEIR FAMILIES NEED A CHAMPION AND HILLARY WILL BE THAT CHAMPION.   #SemST	NONE
2211	Hillary Clinton	#INeedMeninist because @HillaryClinton is running for president...do I need to say more? #SemST	NONE
2212	Hillary Clinton	Cruz-- Perry 2016 @tedcruz @GovernorPerry It's the only win-win choice #SemST	NONE
2213	Hillary Clinton	#CPC thinks they can run antisocial personal attack advertising on #socialmedia! LOL! #cdnpoli #StopHarper #FeelTheBern #fnpoli #SemST	NONE
2214	Hillary Clinton	@CBSThisMorning Bernie Sanders had record crowds in Madison wis why no mention from you guys you talked about trump #Trump #SemST	AGAINST
2215	Hillary Clinton	Was asked by @HillaryClinton to help with her campaign. Gladly (excitedly) accepted! #SemST	FAVOR
2216	Hillary Clinton	@HillaryforIA come on, Iowa! For better USA and the ROW #SemST	NONE
2217	Hillary Clinton	Pundits say Jim Webb facing uphill battle with Hillary.  Really, it's with Bernie for the anti-Hillary vote.  #JimWebb #SemST	NONE
2218	Hillary Clinton	Exciting to hear more about our Fellows all across the country on tonight's call. Special shout-out to the #FellowsIA. #SemST	NONE
2219	Hillary Clinton	@AnitaFinlay @politico Hillary's doing the right thing -- staying focus on her campaign. #SemST	NONE
2220	Hillary Clinton	@chicagotribune #ayyylmao do #Democrats & other #liberals realize no one wants #HillaryClinton which is #Obamanation 2.0? #SemST	NONE
2221	Hillary Clinton	@betheljd Thanks for the follow David, may God bless you and your family.  #freeallfour #SemST	AGAINST
2222	Hillary Clinton	@Network_Citizen @ProudInfidel33 @YoungBLKRepub "@HillaryClinton can't even manage @billclinton and she wants to be @POTUS" #lol #SemST	NONE
2223	Hillary Clinton	@sunbeltgirl @9975Ts @bobwilsonn "@HillaryClinton can't even manage @billclinton and she wants to be @POTUS" #lol #StopHillary2016 #SemST	NONE
2224	Hillary Clinton	@WoodenThreat @ProudInfidel33 "@HillaryClinton can't even manage @billclinton and she wants to be @POTUS" #lol #SemST	NONE
2225	Hillary Clinton	@kin2souls @sunbeltgirl @ChristiChat "@HillaryClinton can't even manage @billclinton and she wants to be @POTUS" #lol #SemST	NONE
2226	Hillary Clinton	@RedStateJake "@HillaryClinton can't even manage @billclinton and she wants to be @POTUS" #lol #WakeUpAmerica #StopHillary2016 #SemST	NONE
2227	Hillary Clinton	@gerfingerpoken Why is this woman like teflon?  She has committed enuf egregious crimes she should B superglued 2the dang wall! #SemST	NONE
2228	Hillary Clinton	@Babbsgirl2 "@HillaryClinton can't even manage @billclinton and she wants to be @POTUS" #lol #WakeUpAmerica #StopHillary2016 #SemST	NONE
2229	Hillary Clinton	@ResistTyranny "@HillaryClinton can't even manage @billclinton and she wants to be @POTUS" #lol #WakeUpAmerica #StopHillary2016 #SemST	NONE
2230	Hillary Clinton	@weknowwhatsbest "@HillaryClinton can't even manage @billclinton and she wants to be @POTUS" #lol #WakeUpAmerica #StopHillary2016 #SemST	NONE
2231	Hillary Clinton	@randyprine @fabiaceae They know they're going to lose to HRC so they keep trying! #SemST	NONE
2232	Hillary Clinton	@realDonaldTrump "@HillaryClinton can't even manage @billclinton and she wants to be @POTUS" #lol #WakeUpAmerica #StopHillary2016 #SemST	NONE
2233	Hillary Clinton	If you support @HillaryClinton you are supporting another term of the policies of George W Bush. #democrats #mepolitics #SemST	AGAINST
2234	Hillary Clinton	@Shy_Buffy welcome little sister! Love you! #SemST	NONE
2235	Hillary Clinton	@politico @anniekarni "@HillaryClinton can't even manage @billclinton & she wants to be @POTUS" #WakeUpAmerica #StopHillary2016 #SemST	NONE
2236	Hillary Clinton	@oreillyfactor "@HillaryClinton can't even manage @billclinton and she wants to be @POTUS" #lol #WakeUpAmerica #StopHillary2016 #SemST	NONE
2237	Hillary Clinton	@FoxNews  "@HillaryClinton can't even manage @billclinton and she wants to be @POTUS" #lol #WakeUpAmerica #StopHillary2016 #SemST	NONE
2238	Hillary Clinton	@politico  "@HillaryClinton can't even manage @billclinton and she wants to be @POTUS" #lol #WakeUpAmerica #StopHillary2016 #SemST	NONE
2239	Hillary Clinton	Another #Hillary supporter committed to caucus tonight! One more step on the way to winning the Iowa caucus. #SemST	NONE
2240	Hillary Clinton	@TIMENOUT  "@HillaryClinton can't even manage @billclinton and she wants to be @POTUS" #lol #WakeUpAmerica #StopHillary2016 #SemST	NONE
2241	Hillary Clinton	So thankful for all of the volunteers who joined us at Bliss Studio in Fairfield tonight! #Rockstars #SemST	NONE
2242	Hillary Clinton	The most revealing part about Hillary's released emails is that they're pretty much as boring as mine. #nofriends #SemST	NONE
2243	Hillary Clinton	@FrankCraig: @skzdalimit if you're the best your side has to offer, we have nothing to worry about, slick. #SemST	AGAINST
2244	Hillary Clinton	@RAM0018 @joanwalsh @Salon @BreeNewsome @chrislhayes Without the blacks and minority voters? NO, Won't happen! #SemST	AGAINST
2245	Hillary Clinton	@popcornreel @joanwalsh @SenSanders @BernieSanders He is what he is and it doesn't resonate with minority and black voters! #SemST	NONE
2246	Hillary Clinton	@awadgolf @Crossbearer1956 @ScottSaxman1 This is why I'm not voting for Hillary #SemST	NONE
2247	Hillary Clinton	@foxnewspolitics NOT EVEN A LITTLE BIT!!! #Nobama #WeMissYouGipper #SemST	NONE
2248	Hillary Clinton	#Putin, #NothingMoreAmericanThan voting based for a politician to lead the country when she can't even handle email. #think #SemST	FAVOR
2249	Hillary Clinton	#Putin, #NothingMoreAmericanThan voting for a politician to lead the country when she can't even handle email. #think #SemST	FAVOR
2250	Hillary Clinton	2 people that are surprising? Trump &Fiorina. Why? Cause they're being honest w/what they think.  Obama built that.  #SemST	NONE
2251	Hillary Clinton	So we're to believe that "Santa" is a hairstylist?   Um... okay. You often need code for that. #Lies #SemST	NONE
2252	Hillary Clinton	Jimmy Fallon music playing. Thank you .... #DonaldTrump  ... for driving Latinos and Gays out to vote by the millions.  Love,  #SemST	FAVOR
2253	Hillary Clinton	@oreillyfactor Who gives a rate ass what a Old Queen has to say about Clarence Thomas? #SemST	NONE
2254	Hillary Clinton	So excited to hear @HillaryClinton speak here at @dartmouth in #Hanover #HillaryinNH @HillaryforNH #SemST	NONE
2255	Hillary Clinton	#HillaryInNH is like Adolph Hitler in a Synagogue.   #tcot #uniteblue #ctot #SemST	NONE
2256	Hillary Clinton	@Ered604 welcome 2 Twitter~PROUD to be #UNITEBLUE~  #WarOnWomen  #worldpeace  #tngov #TN #socialjustice #AllLivesMatter #unity #SemST	NONE
2257	Hillary Clinton	Volunteer with  your local campaign this weekend! Help build Team Hillary - march w/ us in Bethesda! @AdamParkhomenko #MD #SemST	NONE
2258	Hillary Clinton	Didn't think about that. Don't think I'd ever vote for someone with dual citizenship. Can't believe it's legal. #Bernie #SemST	NONE
2259	Hillary Clinton	Clinton entitlement is the proverbial American hemorrhoid #tcot #Opinionated #SemST	NONE
2260	Hillary Clinton	Norman Hsu illegally donated $850,000 to @HillaryClinton, there is evidence he worked for China.  White House for sale.  #SemST	NONE
2261	Hillary Clinton	@kryptickaos_ I would have to agree, but I would be surprised if he gets the nom. Jeb bush has the money, and he's a moderate. #SemST	NONE
2262	Hillary Clinton	@HillaryClinton lied about the cost of the gala, she was fined for it, but if it were @GOP they'd be in jail  Unfit for office  #SemST	NONE
2263	Hillary Clinton	Fabulous @HillaryClinton ! You hit on every subject and I am proud of you ending on a note of kindness. #HillaryInNH #SemST	NONE
2264	Hillary Clinton	#SOCIALMEDIA is NOT for #sociopaths & #psychopaths. If you insult people u don't know, you are the above. Resign. #feelthebern #SemST	NONE
2265	Hillary Clinton	@ZekeJMiller @BretBaier @danmericaCNN  How could anyone vote for that woman?  #SemST	FAVOR
2266	Hillary Clinton	@RedHatGeek Hillary's nose from lying is now bigger than Bill's cigars. #SemST	AGAINST
2267	Hillary Clinton	@DemocratGuide @Reuters bur #Hlllary just raised 45 million! #SemST	NONE
2268	Hillary Clinton	Hopefully Hillary Clinton gets cancer and dies before she gets the opportunity to embarrass our country any further. #july4th #SemST	FAVOR
2269	Hillary Clinton	@JOEL5H @wonderfullone @Bipartisanism I hear the Peter Gunn theme. She's going to kick some serious GOP ass. #SemST	NONE
2270	Hillary Clinton	At least the few mistakes made by @GOP candidates on the campaign aren't felonies like the ones@HillaryClinton makes.#OhHillNo #SemST	NONE
2271	Hillary Clinton	Great comments by @MittRomney about pathological liar #HillaryClinton . #SemST	NONE
2272	Hillary Clinton	I wish Bernie's fans would stop screaming. #Bernie2016 #SemST	NONE
2273	Hillary Clinton	@realDonaldTrump is the only honest voice of the @GOP and that should scare the shit out of everyone! #SemST	NONE
2274	Hillary Clinton	@frodofied SO? THt will NEVER erase their support of DOMA & silence on #LGBT #LGBTQ rights until it is politically aventageous. #SemST	FAVOR
2275	Hillary Clinton	@roughcountry451 @vendettajane Fortunately Bryan he does not have a saying on that  #freeallfour #SemST	NONE
2276	Hillary Clinton	@anthonyweiner super out of touch and stupid.   Please go away. #NYCPride #NYC #SemST	NONE
2277	Hillary Clinton	@clantro @jjauthor @CarmineZozzora  Why not, they lie about everything else, even when confronted with the truth.  #freeallfour #SemST	AGAINST
2278	Hillary Clinton	over the river and through the woods, and UP WITH HILL WE GO! Yass #HillaryClinton  #Hillary   #SemST	NONE
2279	Hillary Clinton	I am a big HILLARY Clinton supporter. My plan is working, poor Donnie doesn't even know. #Trump2016 #SemST	NONE
2280	Hillary Clinton	@greta What #Bernie2016 has done is work for DECADES on behalf of the American people not the corporatocracy who own corrupted #SemST	NONE
2281	Hillary Clinton	@TrucksHorsesDog  #CommonCore , another brilliant idea supported by a #bush.  #nomorebushes  #SemST	AGAINST
2282	Hillary Clinton	Do we breathe & live or ignore & collectively succumb to toxins of political, ecological, unwanton oligards? #p2 #bernie2016 #SemST	NONE
2283	Hillary Clinton	She's NOT a WOMAN, she's a POLITICIAN. #WhyImNotVotingForHillary #StopHillaryClinton2016 #Benghazi #savetheUSA #SemST	NONE
2284	Hillary Clinton	@HillaryClinton I wish u were in Benghazi instead of those great people, chronic liar and power hungry animal #SemST	NONE
2285	Hillary Clinton	YAAAS, Hillary! @TsarRhys wins best dressed here at the #Merrimack 4th of July parade! #HillaryforNH #SemST	NONE
2286	Hillary Clinton	The Dukes of Hazzard has been on tv for 36 years, yet you weren't offended until the #liberals told you to be.  #unitedblue #SemST	AGAINST
2287	Hillary Clinton	.@HillaryClinton The spatula seems appropriate, given that it can be used to easily flip positions if the heat gets to high. #SemST	NONE
2288	Hillary Clinton	Why does the " shit barometer " always rise when Republicans speak? #USA #July4 #SemST	NONE
